SKU,Annual_Demand,Unit_Cost,Annual_Consumption_Value,ABC_Category
Product_2097,30.0,252.2,7566.0,C
Product_1709,62.32690940035292,120.78,7527.844117374625,C
Product_0824,47.47071732036258,156.71,7439.136111274021,C
Product_0271,25.934285520622748,285.72,7409.944058952332,C
Product_1772,88.14051070608706,83.92,7396.751658454826,C
Product_0611,30.146219018376605,243.49,7340.30286878452,C
Product_1909,122.3472923805993,59.82,7318.81503020745,C
Product_1945,23.42520721691405,312.24,7314.2867014092435,C
Product_2120,8.46777469395582,842.13,7130.967103021014,C
Product_1091,52.14500388805824,136.07,7095.370679048085,C
Product_1933,26.447925465782763,264.73,7001.559308556672,C
Product_1708,40.79637312343711,168.49,6873.780907567919,C
Product_1768,44.93805430152291,151.55,6810.362129395798,C
Product_0864,27.471612189638957,243.69,6694.557174493118,C
Product_0167,70.44902380788004,94.22,6637.707023178457,C
Product_1951,13.393769119317778,493.87,6614.780754957471,C
Product_1963,30.288906241265337,218.22,6609.645119968922,C
Product_1756,21.828000253405566,300.33,6555.603316105294,C
Product_0149,106.59000029043877,60.81,6481.737917661581,C
Product_1584,21.848210618894157,296.15,6470.347574785505,C
Product_1019,20.0,321.88,6437.6,C
Product_0450,39.95465073904766,159.78,6383.954095085035,C
Product_0860,21.61422343598109,290.47,6278.283481449427,C
Product_0257,22.647143347313843,276.91,6271.220464304677,C
Product_0862,17.941701909606927,343.42,6161.539269797211,C
Product_1693,21.394683516899057,287.83,6158.0317566690555,C
Product_1804,29.749726221431498,199.33,5930.012927717941,C
Product_1179,9.0,640.78,5767.0199999999995,C
Product_0526,27.7563132277048,201.28,5586.790726472423,C
Product_0959,26.630711954179898,208.07,5541.052236306211,C
Product_0530,17.885274174747533,308.35,5514.924291783402,C
Product_1865,57.46829865945817,95.56,5491.670619897823,C
Product_0440,11.650351480702613,467.62,5447.937359406155,C
Product_1861,13.106434916521124,414.8,5436.549203372962,C
Product_1172,82.48133804425103,64.19,5294.477089060473,C
Product_0327,29.386066209764408,178.99,5259.811990885732,C
Product_0164,43.76337699585362,119.94,5248.979436882683,C
Product_1566,45.24794910873229,115.9,5244.237301702073,C
Product_1685,28.072484167894885,186.79,5243.659317721085,C
Product_1781,46.0,113.3,5211.8,C
Product_1617,26.57497544248569,193.85,5151.558989525851,C
Product_1948,22.0750411119045,230.01,5077.480206149154,C
Product_1860,24.914560396206348,203.57,5071.857059855726,C
Product_0319,18.0,280.66,5051.88,C
Product_0363,19.103590022787234,264.38,5050.607130224489,C
Product_1662,47.6237809003584,104.79,4990.496000548556,C
Product_1697,10.196615022085949,488.27,4978.701216833906,C
Product_0673,11.543449275956144,429.84,4961.836236776989,C
Product_1862,13.627001003060386,363.1,4947.964064211226,C
Product_1707,7.475261173920032,644.86,4820.496920614072,C
Product_0573,35.0,135.56,4744.6,C
Product_0736,172.34231956042575,26.17,4510.198502896342,C
Product_0617,71.95775643361105,62.17,4473.6137174775995,C
Product_0432,41.573092117564244,106.78,4439.17477631351,C
Product_1799,23.941443252115185,181.29,4340.344247175962,C
Product_1808,31.0,137.24,4254.4400000000005,C
Product_1086,36.0,115.99,4175.639999999999,C
Product_1100,7.894037376304989,517.55,4085.5590441066465,C
Product_0528,23.978371050733585,167.49,4016.1373672873683,C
Product_1932,19.303735166187643,204.26,3942.9809450454877,C
Product_1931,29.539914229064276,129.25,3818.033914106558,C
Product_0148,16.601989094427864,229.03,3802.353562296814,C
Product_1922,17.74388261761638,204.08,3621.1715646031507,C
Product_1687,57.37723696017892,62.6,3591.8150337072007,C
Product_1921,12.031799802520851,294.49,3543.2447238443656,C
Product_0853,16.070366536943606,218.39,3509.607348003114,C
Product_0259,33.28906171165037,103.88,3458.0677306062403,C
Product_1169,24.0,143.45,3442.7999999999997,C
Product_1935,27.45505319801452,107.56,2953.065521978442,C
Product_0865,7.0,419.5,2936.5,C
Product_1071,14.198832856006144,206.47,2931.6330197795883,C
Product_1882,53.464179886242626,53.43,2856.5911313219435,C
Product_1702,28.370633564561,100.38,2847.844197210633,C
Product_0630,16.237845741095736,174.85,2839.1873278305893,C
Product_0644,32.58897380939182,82.92,2702.2777082747693,C
Product_0598,20.0,134.44,2688.8,C
Product_0527,3.0,856.17,2568.5099999999998,C
Product_0944,13.282576524579575,193.15,2565.529655722545,C
Product_0674,9.0,282.07,2538.63,C
Product_0466,15.0,168.94,2534.1,C
Product_0465,3.0,837.37,2512.11,C
Product_1947,13.406488141598079,178.44,2392.253743986761,C
Product_1934,6.2287762645728995,382.87,2384.811568417026,C
Product_1773,8.734165708223934,267.68,2337.961476777383,C
Product_1585,23.0,93.01,2139.23,C
Product_1695,6.626337415003393,317.85,2106.1813473588286,C
Product_0075,7.0,288.55,2019.8500000000001,C
Product_0531,21.0,88.16,1851.36,C
Product_1701,44.467399307495235,38.4,1707.548133407817,C
Product_1863,3.0691859052590162,545.5,1674.2409113187935,C
Product_0519,13.0,114.23,1484.99,C
Product_0518,6.0,236.71,1420.26,C
Product_0597,5.052933866135079,278.65,1408.0000217985396,C
Product_0536,4.0,311.51,1246.04,C
Product_0403,7.070884215514458,172.72,1221.2831217036571,C
Product_1793,10.0,114.63,1146.3,C
Product_0647,11.447349322884717,96.94,1109.7060433604445,C
Product_2060,3.4889113218640686,253.47,884.3343527528855,C
Product_0633,9.161347166654709,94.5,865.74730724887,C
Product_0467,3.0958182439605104,260.18,805.4699907136456,C
Product_2147,6.0,114.74,688.4399999999999,C
Product_0612,6.054581717278173,88.5,535.8304819791183,C
Product_0480,4.278925271215501,101.83,435.72296036787446,C
Product_1647,1.323844216253165,285.96,378.56649207975505,C
Product_0638,5.0,65.85,329.25,C
Product_1944,0.0,256.91,0.0,C
Product_0404,0.0,256.91,0.0,C
Product_0438,0.0,256.91,0.0,C
Product_1619,0.0,256.91,0.0,C
Product_1811,0.0,256.91,0.0,C
Product_2161,0.0,256.91,0.0,C
Product_1698,0.0,256.91,0.0,C
Product_0575,0.0,256.91,0.0,C
Product_0592,0.0,256.91,0.0,C
Product_1631,0.0,256.91,0.0,C
Product_0948,0.0,256.91,0.0,C
Product_1433,0.0,256.91,0.0,C
Product_1745,0.0,256.91,0.0,C
